,date,ORC58,ORC62
1040,20171009,409.02,527.18
1041,20171010,404.86,520.61
1042,20171011,399.16,515.51
1043,20171012,398.8,513.96
1044,20171013,403.83,519.68
1045,20171016,411.64,524.49
1046,20171017,408.01,522.03
1047,20171018,405.42,516.61
1048,20171019,400.13,506.66
1049,20171020,411.45,513.29
1050,20171023,414.88,515.3
1051,20171024,418.32,520.65
1052,20171025,417.92,520.27
1053,20171026,406.09,516.32
1054,20171027,394.33,502.56
1055,20171030,391.59,495.93
1056,20171031,393.57,496.76
1057,20171101,395.06,497.41
1058,20171102,399.35,501.84
1059,20171103,402.21,504.5
1060,20171106,411.58,514.92
1061,20171107,417.23,520.26
1062,20171108,416.14,518.19
1063,20171109,411.87,513.8
1064,20171110,413.57,513.96
1065,20171113,416.11,516.15
1066,20171114,417.13,517.22
1067,20171115,405.64,505.99
1068,20171116,405.97,505.13
1069,20171117,407.8,507.05
1070,20171120,411.8,510.94
1071,20171121,418.02,518.52
1072,20171122,424.66,523.27
1073,20171123,430.31,534.48
1074,20171124,437.22,541.54
1075,20171127,432.0,538.75
1076,20171128,432.14,538.38
1077,20171129,437.56,542.58
1078,20171130,445.93,553.53
1079,20171201,450.4,557.67
1080,20171204,472.73,581.66
1081,20171205,469.5,577.82
1082,20171206,461.34,566.3
1083,20171207,443.89,545.98
1084,20171208,442.41,545.7
1085,20171211,443.4,545.76
1086,20171212,445.25,549.28
1087,20171213,448.24,550.48
1088,20171214,442.03,543.27
1089,20171215,447.1,547.48
1090,20171218,467.45,570.13
1091,20171219,469.15,571.35
1092,20171220,467.72,568.96
1093,20171221,469.94,570.74
1094,20171222,477.01,580.41
1095,20171225,465.08,569.26
1096,20171226,463.17,566.16
1097,20171227,458.68,560.0
1098,20171228,459.71,560.73
1099,20171229,467.92,569.23
1100,20180102,478.61,581.79
1101,20180103,477.17,579.69
1102,20180104,481.94,584.08
1103,20180105,482.06,584.1
1104,20180108,487.95,588.94
1105,20180109,495.1,598.44
1106,20180110,494.66,600.45
1107,20180111,492.14,598.24
1108,20180112,484.02,587.84
1109,20180115,481.08,582.91
1110,20180116,478.47,578.09
1111,20180117,472.58,576.99
1112,20180118,472.9,577.39
1113,20180119,479.55,582.86
1114,20180122,481.36,584.1
1115,20180123,469.1,569.97
1116,20180124,465.83,566.55
1117,20180125,472.18,572.28
1118,20180126,463.86,566.18
1119,20180129,459.59,563.39
1120,20180130,458.59,562.55
1121,20180131,457.63,560.89
1122,20180201,455.81,559.77
1123,20180202,457.26,561.59
1124,20180205,467.28,572.25
1125,20180206,468.17,572.28
1126,20180207,469.44,574.4
1127,20180208,470.82,575.57
1128,20180209,468.47,573.89
1129,20180212,468.3,573.5
1130,20180222,473.47,579.97
1131,20180223,481.65,589.36
1132,20180226,487.48,595.81
1133,20180227,485.55,591.94
1134,20180228,482.77,589.73
1135,20180301,484.64,591.12
1136,20180302,483.78,588.97
1137,20180305,475.99,581.69
1138,20180306,470.7,575.58
1139,20180307,468.22,571.43
1140,20180308,457.36,561.64
1141,20180309,444.14,542.19
1142,20180312,436.2,533.24
1143,20180313,432.02,529.0
1144,20180314,448.59,540.88
1145,20180315,454.75,543.08
1146,20180316,450.58,538.69
1147,20180319,436.26,522.43
1148,20180320,432.24,520.8
1149,20180321,434.18,522.25
1150,20180322,437.22,524.37
1151,20180323,416.47,497.14
1152,20180326,412.73,491.0
1153,20180327,414.34,492.46
1154,20180328,411.23,486.52
1155,20180329,412.02,489.64
1156,20180330,413.88,490.92
1157,20180402,418.98,496.59
1158,20180403,413.55,493.57
1159,20180404,406.12,485.56
1160,20180409,404.76,483.79
1161,20180410,415.48,497.19
1162,20180411,419.21,496.58
1163,20180412,415.06,490.54
1164,20180413,416.95,494.32
1165,20180416,411.59,487.76
1166,20180417,412.28,488.07
1167,20180418,418.98,494.13
1168,20180419,435.44,511.81
1169,20180420,428.7,507.66
1170,20180423,440.27,522.28
1171,20180424,437.14,519.55
1172,20180425,424.86,512.39
1173,20180426,420.63,508.7
1174,20180427,414.13,504.98
1175,20180502,421.64,515.31
1176,20180503,425.73,517.34
1177,20180504,421.6,512.39
1178,20180507,418.43,511.51
1179,20180508,423.53,515.92
1180,20180509,417.9,510.37
1181,20180510,417.71,511.39
1182,20180511,426.36,517.23
1183,20180514,430.54,524.14
1184,20180515,428.56,521.96
1185,20180516,425.73,519.05
1186,20180517,425.44,518.81
1187,20180518,420.22,513.84
1188,20180521,413.44,503.84
1189,20180522,405.52,496.94
1190,20180523,403.48,494.18
