,SAU,ZTA,DXL,FIF,DPP,DCS,DXP,SCU,ZCF,ZFG,SRB,SAL,FIH,DXI,ZOI,DXC,DXM,SAG,FTF,ZSR,SZN,DJM,FXT,SNI,DXJ,FIC,SHC,DJD,DXY,SRU
20070418,,1056.672824485825,,,,,,1190.2122907840776,928.3105492013452,,,1043.316828050522,,,,977.7242108907994,969.3385678863324,,,928.0900437024368,1176.1607985545488,,,,,,,,1036.4396874056738,1245.6199552677062
20070419,,1034.1130518885,,,,,,1184.1100265119226,926.9385551610382,,,1044.2366058149053,,,,978.5382059724791,959.1465405782035,,,912.5531593117489,1182.6741821407647,,,,,,,,1012.8982652656227,1250.394516061101
20070420,,1027.6616802468934,,,,,,1158.236399709838,925.3271908008556,,,1031.9116344441404,,,,976.4932629979198,962.7885847746898,,,917.2535905602584,1154.7367283153012,,,,,,,,1032.538869401274,1201.1595069760942
20070423,,1053.1570750814908,,,,,,1154.262830703696,930.1742624352727,,,1048.9091860260514,,,,968.8873126510188,965.5275107612877,,,911.944937759163,1165.140799699884,,,,,,,,1037.4782843587823,1172.1813442556365
20070424,,1041.8288806088801,,,,,,1163.1541537690914,929.9997598549263,,,1051.6388146923834,,,,972.7571730882777,967.3990421444529,,,895.6371205562792,1190.1099533647673,,,,,,,,1027.3171883431207,1143.4759865052943
20070425,,1039.119435963035,,,,,,1121.4409965542848,927.4903601938798,,,1043.3564822694786,,,,972.5953369762128,960.741516724384,,,902.1628964735545,1167.2754727997667,,,,,,,,1021.4416002504792,1135.305466072348
20070426,,1043.2589981917315,,,,,,1123.1237944161492,930.0527474262817,,,1044.6053737399475,,,,980.7727469472734,979.3553431620065,,,909.1473345935856,1168.5047282962676,,,,,,,,1040.8557458101386,1118.146520771366
20070427,,1051.2857381189967,,,,,,1084.8682700449615,923.7633741607459,,,1040.102491858912,,,,981.6323605107318,983.2246073091734,,,912.1625039553106,1138.443656513268,,,,,,,,1028.9600662875914,1093.9614651185652
20070430,,1046.098836943406,,,,,,1081.8687380210238,924.5540590244871,,,1045.2881954142115,,,,976.39631721509,986.976466819938,,,898.6447633442069,1131.2947694990144,,,,,,,,1030.1266074394146,1101.5385987634427
20070508,,1035.1565916287989,,,,,,1138.6856998800736,923.3534760452447,,,1064.4188812622658,,,,982.5155901929622,990.824507290809,,,910.990894315153,1180.849779239671,,,,,,,,1026.2866172953575,1125.5860859174545
20070509,,1036.1452645148945,,,,,,1164.1196373457135,917.8449774720228,,,1074.6444057314286,,,,985.1025677213802,989.6822621295328,,,915.4759787556469,1244.6089100335237,,,,,,,,1031.5230064053112,1121.9770411391842
20070510,,1029.7610510958768,,,,,,1137.145084933675,920.4648909589399,,,1060.0501181076327,,,,995.1359800844016,1002.4077872788123,,,921.6483352286857,1197.6401913382288,,,,,,,,1044.2684129970062,1105.1680993320313
20070511,,1029.4264229020418,,,,,,1100.5978469385311,917.7786573904577,,,1056.3067649058457,,,,988.5669447483565,995.8111789763957,,,910.5598368873373,1184.713913601805,,,,,,,,1051.2733487883622,1057.4099909018405
20070514,,1014.8352162075012,,,,,,1102.229726106264,910.7434896252569,,,1067.178598944898,,,,998.4501184363065,1005.8148535316031,,,918.1121509022258,1185.769582319863,,,,,,,,1072.5374000365903,1068.7996104186414
20070515,,1038.3074496145873,,,,,,1055.678829809583,907.2925891339625,,,1056.4600739057028,,,,998.6394312839778,1011.9599060346488,,,918.43935697612,1141.2371006798887,,,,,,,,1078.3909014932983,1055.6015658970914
20070516,,1034.9900634895419,,,,,,1055.4454542580504,902.1183873026768,,,1049.9665269771044,,,,1001.2690527495998,1015.8703959594367,,,904.45843684183,1132.153637518906,,,,,,,,1083.830534895747,1043.7816663261221
20070517,,1033.9611738328322,,,,,,1014.2766721722132,911.4892553434902,,,1041.5754939271735,,,,1003.0805412935315,1027.4059968669053,,,904.4291653284375,1071.3629439544839,,,,,,,,1086.7304421946665,1074.2836033422138
20070518,,1046.1872322444383,,,,,,961.894253643863,922.3641663790803,,,1035.0194715254158,,,,998.2905243088065,1016.672825686697,,,895.5796416690795,1042.3369055197343,,,,,,,,1094.147243533324,1075.5523825217858
20070521,,1038.2914419516214,,,,,,968.972246010672,914.9558521803574,,,1039.0144997100144,,,,995.7852871554622,1011.6246591610637,,,891.3827660071072,1036.0342606090087,,,,,,,,1089.7043111632167,1082.634048320297
20070522,,1041.1508333373758,,,,,,1018.2687946240738,930.323197291935,,,1051.5143583010613,,,,999.8871105307284,1018.3559789592991,,,901.8083426762001,1102.5708363736276,,,,,,,,1096.8766947238728,1119.1759461974298
20070523,,1035.1572520087107,,,,,,974.2645139987827,933.4041939710577,,,1038.8574903592946,,,,994.7714951798691,1016.3703360739738,,,898.8934059370448,1056.3306845543666,,,,,,,,1087.641325256123,1101.8421382516979
20070524,,1039.8446736560281,,,,,,983.9167849985689,924.6562644387554,,,1040.246784706314,,,,996.8421313053666,1026.9043583256243,,,900.2339778501714,1051.0077666895656,,,,,,,,1092.715955557749,1115.5560956948163
20070525,,1046.2848359577417,,,,,,955.8277047437495,927.8635582725902,,,1031.5367124534273,,,,992.1603842762092,1029.5684865264432,,,905.0968611439747,1027.3289658441176,,,,,,,,1113.5352097341024,1072.1496392904637
20070528,,1056.2068863228278,,,,,,999.2012023329594,935.8929563239516,,,1045.2138940147686,,,,994.8271982721825,1020.7567513161077,,,914.2162834597927,1074.783989736164,,,,,,,,1139.1471338695933,1076.1181137652284
20070529,,1045.6526217786006,,,,,,1011.6004350323315,931.9238064835127,,,1040.287535467136,,,,993.4212915069869,1021.1633059250189,,,912.216338690255,1092.1422268115798,,,,,,,,1175.9915595370449,1077.1456379587362
20070530,,1036.046956998591,,,,,,1002.5595395452762,929.8245405179305,,,1030.6795925167503,,,,981.5167422419138,1001.4159532664174,,,909.2001634864199,1057.1952901378827,,,,,,,,1141.8122922610237,1037.0295132370798
20070531,,1035.829032139589,,,,,,1006.1486054232429,937.2579882914371,,,1034.3969751378509,,,,986.3015440714736,996.1445749809577,,,902.7523669496076,1066.0257298194867,,,,,,,,1144.556309864965,1025.7255706029189
20070601,,1040.3901337247503,,,,,,1033.7055251212555,936.6868972316753,,,1043.430533142526,,,,992.1205585547397,998.5176671871022,,,906.942677599341,1088.509697284323,,,,,,,,1161.2613952774454,1053.4972089171608
20070604,,1020.030376813669,,,,,,1028.7664208651072,932.8158355140511,,,1039.4255614508202,,,,989.3776578661615,1004.7285566549372,,,912.6364113493523,1075.7392881449464,,,,,,,,1158.1041959884567,1053.0059380755422
20070605,,1013.5694569507689,,,,,,1046.6264318373903,929.7872204344335,,,1039.9449482017308,,,,987.5838929468771,1006.6484642137522,,,903.4704624079186,1075.5274865882138,,,,,,,,1149.5695563415977,1051.872530008429
20070606,,1013.4878731760249,,,,,,1042.4754654245735,938.4674354586176,,,1040.7508817176288,,,,988.7755638807713,1013.1143122260557,,,901.1939467911161,1064.711315069427,,,,,,,,1183.0533951065802,1070.3819128350287
20070607,,1014.5258759363533,,,,,,1039.749340010917,935.5495854196588,,,1038.1369720835098,,,,987.741685766989,999.4007552515513,,,909.8503082282377,1054.8283905003505,,,,,,,,1173.3068562458352,1062.0927514173718
20070608,,997.0709821224009,,,,,,1025.4273836357086,938.9086482791597,,,1041.295370384595,,,1183.2070356785266,989.4463571399342,1004.0469317929824,,,904.1379224997368,1048.7201452825298,,,,,,,,1190.6174231673667,1010.4745110072878
20070611,,991.4487912276596,,,,,,993.4219491180162,944.6430133439108,,,1037.7432928477708,,,1018.9833086387673,982.8509935004937,990.9795633672588,,,901.4099054222302,1043.3473198728516,,,,,,,,1169.8895871167865,1020.4581697988135
20070612,,997.3954810179227,,,,,,1011.012391010584,948.6608427645322,,,1042.9559887350651,,,996.3918935445621,975.2728936958887,990.5609954863207,,,905.4904114981331,1061.1240011162813,,,,,,,,1156.0568107021572,1024.8856777503606
20070613,,987.5188338602848,,,,,,977.4006450028045,947.8910663356905,,,1037.5034433949102,,,994.2891369991058,966.0585294939697,986.335534151029,,,897.8100153861193,1041.0196198962867,,,,,,,,1138.2969206991331,994.315210051767
20070614,,992.2845384399055,,,,,,994.4201822351796,952.3057754868915,,,1040.1912088922368,,,980.22804736714,967.6660728336249,977.2842373749614,,,893.957217351035,1042.6551747247681,,,,,,,,1128.8115923220173,1003.5651643330447
20070615,,994.3220372329604,,,,,,1006.6479534557295,957.651363564309,,,1022.2884217652141,,,982.6870804568696,967.0909261629054,975.2719030967097,,,883.4322859956151,1036.4757480433527,,,,,,,,1136.032276070656,996.4365607471381
20070618,,1002.7937757849736,,,,,,1003.2627262700587,960.7764379952519,,,1028.6412441258526,,,999.051065981745,963.1220539978364,985.3897676996164,,,882.9229213582997,1013.572140724391,,,,,,,,1161.0780481799975,988.8014021094488
20070619,,1008.2898460887901,,,,,,1007.7812738755716,962.172739692204,,,1023.5849445806506,,,994.4574053211447,947.3560454014329,988.5770899688548,,,897.0625974811045,1006.9094512329165,,,,,,,,1152.0936402265356,999.5855505920407
20070620,,1001.7960743175946,,,,,,1005.7214554990122,964.1294339385424,,,1022.0338574560078,,,974.0646117832496,929.8261252542623,971.9694872870755,,,888.940341728666,999.6640767898468,,,,,,,,1130.026479732954,999.0852491588273
20070621,,990.8300416926272,,,,,,1012.8779274923554,971.1703896587795,,,1024.9112200629318,,,982.6143960835492,940.8058133507378,983.8555591347415,,,886.4422365042474,1003.3891587643492,,,,,,,,1137.3944423897967,980.9578896418197
